Pair,Hellinger
sf-n4000-g2_2-kmin3-7---sf-n4000-g2_2-kmin3-4,0.0092711481913846
graph_1k_35k---sf-n4000-g2_2-kmin3-4,0.2482580451339852
graph_1k_4k---sf-n4000-g2_2-kmin3-4,0.3744531965129999
rnd_n4000_p0_0015_09---sf-n4000-g2_2-kmin3-4,0.4173512254106948
rnd_n4000_p0_0015_08---sf-n4000-g2_2-kmin3-4,0.4138545402803176
rnd_n4000_p0_0015_20---sf-n4000-g2_2-kmin3-4,0.4152337383206463
sf-n4000-g2_2-kmin3-6---sf-n4000-g2_2-kmin3-4,0.0054118995929134
twitch5---sf-n4000-g2_2-kmin3-4,0.3949604149841114
twitch1---sf-n4000-g2_2-kmin3-4,0.6868308794129295
sf-n4000-g2_2-kmin3-2---sf-n4000-g2_2-kmin3-4,0.0111514691173739
rnd_n4000_p0_0015_18---sf-n4000-g2_2-kmin3-4,0.4155264497005851
graph_1k_5k---sf-n4000-g2_2-kmin3-4,0.3624985777184371
rnd_n4000_p0_0015_19---sf-n4000-g2_2-kmin3-4,0.4122217003950778
sf-n4000-g2_2-kmin3-3---sf-n4000-g2_2-kmin3-4,0.0093540775562361
geo1k_30k---sf-n4000-g2_2-kmin3-4,0.2849937879979251
twitch2---sf-n4000-g2_2-kmin3-4,0.5703863283350887
example_8000_0p01557_19---sf-n4000-g2_2-kmin3-4,0.434420883404245
sf-n4000-g2_3-kmin4-9---sf-n4000-g2_2-kmin3-4,0.0265887871189377
graph_1k_200k---sf-n4000-g2_2-kmin3-4,0.3410726884983333
graph_10k_200k---sf-n4000-g2_2-kmin3-4,0.3825940894997723
graph_1k_14k---sf-n4000-g2_2-kmin3-4,0.3092590188653621
sf-n4000-g2_2-kmin3-1---sf-n4000-g2_2-kmin3-4,0.0083250218103923
p_08---sf-n4000-g2_2-kmin3-4,0.2376178379523926
geo1k_10k---sf-n4000-g2_2-kmin3-4,0.2765937834828046
p_20---sf-n4000-g2_2-kmin3-4,0.1914675965625868
p_09---sf-n4000-g2_2-kmin3-4,0.228955473952082
sf-n4000-g2_2-kmin3-0---sf-n4000-g2_2-kmin3-4,0.0082781678321847
graph_1k_80k---sf-n4000-g2_2-kmin3-4,0.191331733272362
sf-n4000-g2_3-kmin4-8---sf-n4000-g2_2-kmin3-4,0.0235193994051768
example_8000_0p01557_18---sf-n4000-g2_2-kmin3-4,0.4292437296161995
twitch3---sf-n4000-g2_2-kmin3-4,0.454727457884554
sf-n4000-g2_2-kmin2-7---sf-n4000-g2_2-kmin3-4,0.0380358836204432
ba_1k_8k---sf-n4000-g2_2-kmin3-4,0.2470527997870068
graph_1k_25k---sf-n4000-g2_2-kmin3-4,0.2735708413296289
example_5000_0p01382_14---sf-n4000-g2_2-kmin3-4,0.5498191246857475
rnd_n8000_p0_00075_07---sf-n4000-g2_2-kmin3-4,0.420839145269211
rnd_n8000_p0_00075_13---sf-n4000-g2_2-kmin3-4,0.4208609625750497
example_8000_0p01557_8---sf-n4000-g2_2-kmin3-4,0.4343291318357434
example_8000_0p01557_9---sf-n4000-g2_2-kmin3-4,0.4358931968112374
rnd_n8000_p0_00075_12---sf-n4000-g2_2-kmin3-4,0.4206495467638842
rnd_n8000_p0_00075_06---sf-n4000-g2_2-kmin3-4,0.4198753273819138
ba_1k_25k---sf-n4000-g2_2-kmin3-4,0.1442431450775446
example_5000_0p01382_15---sf-n4000-g2_2-kmin3-4,0.5378054774975563
sf-n4000-g2_2-kmin2-6---sf-n4000-g2_2-kmin3-4,0.0373106659364784
sf-n4000-g2_2-kmin2-4---sf-n4000-g2_2-kmin3-4,0.033047259370297
example_5000_0p01382_17---sf-n4000-g2_2-kmin3-4,0.5518959514988276
rnd_n8000_p0_00075_10---sf-n4000-g2_2-kmin3-4,0.4204501932959816
rnd_n8000_p0_00075_04---sf-n4000-g2_2-kmin3-4,0.4203334342089624
graph_10k_600k---sf-n4000-g2_2-kmin3-4,0.3548913837462683
geo1k_40k---sf-n4000-g2_2-kmin3-4,0.2920903893782772
graph_10k_80k---sf-n4000-g2_2-kmin3-4,0.398310243017586
rnd_n8000_p0_00075_05---sf-n4000-g2_2-kmin3-4,0.4208924684377803
rnd_n8000_p0_00075_11---sf-n4000-g2_2-kmin3-4,0.4225288220281034
example_5000_0p01382_16---sf-n4000-g2_2-kmin3-4,0.540017472997296
sf-n4000-g2_2-kmin2-5---sf-n4000-g2_2-kmin3-4,0.0272221620142962
sf-n4000-g2_2-kmin2-1---sf-n4000-g2_2-kmin3-4,0.0381231550430064
geo1k_8k---sf-n4000-g2_2-kmin3-4,0.2826886288008181
example_5000_0p01382_12---sf-n4000-g2_2-kmin3-4,0.5474884493457687
rnd_n8000_p0_00075_15---sf-n4000-g2_2-kmin3-4,0.4238438481231217
rnd_n8000_p0_00075_01---sf-n4000-g2_2-kmin3-4,0.4195787791757738
graph_1k_12k---sf-n4000-g2_2-kmin3-4,0.3183265831007219
graph_10k_800k---sf-n4000-g2_2-kmin3-4,0.3445517903221804
rnd_n8000_p0_00075_14---sf-n4000-g2_2-kmin3-4,0.4199908215077044
graph_10k_400k---sf-n4000-g2_2-kmin3-4,0.366880863130132
example_5000_0p01382_13---sf-n4000-g2_2-kmin3-4,0.5283347772873317
sf-n4000-g2_2-kmin2-0---sf-n4000-g2_2-kmin3-4,0.0306259952634268
sf-n4000-g2_2-kmin2-2---sf-n4000-g2_2-kmin3-4,0.0359324925061029
example_5000_0p01382_11---sf-n4000-g2_2-kmin3-4,0.5307773574543619
rnd_n8000_p0_00075_02---sf-n4000-g2_2-kmin3-4,0.4180906940336661
rnd_n8000_p0_00075_16---sf-n4000-g2_2-kmin3-4,0.4213929814514514
rnd_n8000_p0_00075_17---sf-n4000-g2_2-kmin3-4,0.4197516294483629
rnd_n8000_p0_00075_03---sf-n4000-g2_2-kmin3-4,0.4219384346434583
example_5000_0p01382_10---sf-n4000-g2_2-kmin3-4,0.5314164803865079
sf-n4000-g2_2-kmin2-3---sf-n4000-g2_2-kmin3-4,0.0343917668660296
graph_10k_20k---sf-n4000-g2_2-kmin3-4,0.4441186409364782
graph_10k_120k---sf-n4000-g2_2-kmin3-4,0.3910234802598097
example_8000_0p01557_1---sf-n4000-g2_2-kmin3-4,0.4395612176838775
example_8000_0p01557_0---sf-n4000-g2_2-kmin3-4,0.4375687294563076
geo1k_35k---sf-n4000-g2_2-kmin3-4,0.2883111610773055
graph_1k_70k---sf-n4000-g2_2-kmin3-4,0.1968710446204665
graph_1k_50k---sf-n4000-g2_2-kmin3-4,0.2201460289459133
rnd_n8000_p0_00075_19---sf-n4000-g2_2-kmin3-4,0.4220955883578363
example_8000_0p01557_2---sf-n4000-g2_2-kmin3-4,0.434563605755759
graph_10k_100k---sf-n4000-g2_2-kmin3-4,0.3948767412596327
graph_1k_100k---sf-n4000-g2_2-kmin3-4,0.1917205480004126
example_8000_0p01557_3---sf-n4000-g2_2-kmin3-4,0.4342990873850696
rnd_n8000_p0_00075_18---sf-n4000-g2_2-kmin3-4,0.4165277103462108
ba_1k_50k---sf-n4000-g2_2-kmin3-4,0.1220144877296615
sf-n4000-g2_2-kmin2-8---sf-n4000-g2_2-kmin3-4,0.0330010659430009
graph_10k_140k---sf-n4000-g2_2-kmin3-4,0.3884745797843306
rnd_n8000_p0_00075_08---sf-n4000-g2_2-kmin3-4,0.4216817587595919
rnd_n8000_p0_00075_20---sf-n4000-g2_2-kmin3-4,0.4205475253776869
graph_10k_40k---sf-n4000-g2_2-kmin3-4,0.4137814817099697
example_8000_0p01557_7---sf-n4000-g2_2-kmin3-4,0.4291959888048645
ba_1k_10k---sf-n4000-g2_2-kmin3-4,0.2269042737389049
geo1k_14k---sf-n4000-g2_2-kmin3-4,0.2769984060865537
example_8000_0p01557_6---sf-n4000-g2_2-kmin3-4,0.4382385979839193
graph_1k_10k---sf-n4000-g2_2-kmin3-4,0.3289361869599111
rnd_n8000_p0_00075_09---sf-n4000-g2_2-kmin3-4,0.4225718991186081
graph_10k_300k---sf-n4000-g2_2-kmin3-4,0.3739844996452123
sf-n4000-g2_2-kmin2-9---sf-n4000-g2_2-kmin3-4,0.0304579349775689
example_5000_0p01382_18---sf-n4000-g2_2-kmin3-4,0.5364701522892453
example_8000_0p01557_4---sf-n4000-g2_2-kmin3-4,0.439232671732413
graph_1k_30k---sf-n4000-g2_2-kmin3-4,0.2604358181604341
example_8000_0p01557_5---sf-n4000-g2_2-kmin3-4,0.4335357284906936
ba_1k_30k---sf-n4000-g2_2-kmin3-4,0.1383716763432186
graph_10k_60k---sf-n4000-g2_2-kmin3-4,0.4029631756337313
example_5000_0p01382_19---sf-n4000-g2_2-kmin3-4,0.5524585921490803
geo1k_6k---sf-n4000-g2_2-kmin3-4,0.2923735342221638
sf-n4000-g2_3-kmin4-5---sf-n4000-g2_2-kmin3-4,0.0259507805247778
example_8000_0p01557_15---sf-n4000-g2_2-kmin3-4,0.4329399436215028
graph_10k_700k---sf-n4000-g2_2-kmin3-4,0.3495690780118382
graph_1k_40k---sf-n4000-g2_2-kmin3-4,0.2374151351370649
rnd_n4000_p0_0015_17---sf-n4000-g2_2-kmin3-4,0.4127974275622008
p_10---sf-n4000-g2_2-kmin3-4,0.2201879126675707
p_04---sf-n4000-g2_2-kmin3-4,0.2876136253524314
rnd_n4000_p0_0015_03---sf-n4000-g2_2-kmin3-4,0.4137704711626071
p_05---sf-n4000-g2_2-kmin3-4,0.2740809263552411
rnd_n4000_p0_0015_02---sf-n4000-g2_2-kmin3-4,0.416632440999346
rnd_n4000_p0_0015_16---sf-n4000-g2_2-kmin3-4,0.4152952383216828
ba_1k_40k---sf-n4000-g2_2-kmin3-4,0.1249829061161435
example_8000_0p01557_14---sf-n4000-g2_2-kmin3-4,0.435365518432031
sf-n4000-g2_3-kmin4-4---sf-n4000-g2_2-kmin3-4,0.0224250502384978
example_8000_0p01557_16---sf-n4000-g2_2-kmin3-4,0.4363065043477944
sf-n4000-g2_3-kmin4-6---sf-n4000-g2_2-kmin3-4,0.0251177657527376
p_07---sf-n4000-g2_2-kmin3-4,0.2478926532707852
rnd_n4000_p0_0015_14---sf-n4000-g2_2-kmin3-4,0.4172863536360806
rnd_n4000_p0_0015_15---sf-n4000-g2_2-kmin3-4,0.415916413871538
graph_1k_6k---sf-n4000-g2_2-kmin3-4,0.3519358934638581
rnd_n4000_p0_0015_01---sf-n4000-g2_2-kmin3-4,0.4154391416207696
p_06---sf-n4000-g2_2-kmin3-4,0.2601563714795646
graph_1k_60k---sf-n4000-g2_2-kmin3-4,0.2065070677940231
sf-n4000-g2_3-kmin4-7---sf-n4000-g2_2-kmin3-4,0.0226649262467569
example_8000_0p01557_17---sf-n4000-g2_2-kmin3-4,0.4366104549087545
graph_1k_20k---sf-n4000-g2_2-kmin3-4,0.2896636241790745
example_8000_0p01557_13---sf-n4000-g2_2-kmin3-4,0.4353716932674302
sf-n4000-g2_3-kmin4-3---sf-n4000-g2_2-kmin3-4,0.0223552849983474
p_02---sf-n4000-g2_2-kmin3-4,0.3299923388603099
rnd_n4000_p0_0015_05---sf-n4000-g2_2-kmin3-4,0.4110330543465448
rnd_n4000_p0_0015_11---sf-n4000-g2_2-kmin3-4,0.4167110633679134
rnd_n4000_p0_0015_10---sf-n4000-g2_2-kmin3-4,0.4117738687976044
p_03---sf-n4000-g2_2-kmin3-4,0.3066495634656631
rnd_n4000_p0_0015_04---sf-n4000-g2_2-kmin3-4,0.4138150324942961
ba_1k_20k---sf-n4000-g2_2-kmin3-4,0.1651538914368305
sf-n4000-g2_3-kmin4-2---sf-n4000-g2_2-kmin3-4,0.0249962281703382
example_8000_0p01557_12---sf-n4000-g2_2-kmin3-4,0.4419884682766501
graph_10k_50k---sf-n4000-g2_2-kmin3-4,0.4067188228164177
sf-n4000-g2_3-kmin4-0---sf-n4000-g2_2-kmin3-4,0.0241962495231337
example_8000_0p01557_10---sf-n4000-g2_2-kmin3-4,0.431310195725796
graph_1k_150k---sf-n4000-g2_2-kmin3-4,0.2455584985066765
graph_10k_500k---sf-n4000-g2_2-kmin3-4,0.3607516143153752
sf-n4000-g2_2-kmin3-8---sf-n4000-g2_2-kmin3-4,0.0154710412393706
rnd_n4000_p0_0015_12---sf-n4000-g2_2-kmin3-4,0.4129208996903534
rnd_n4000_p0_0015_06---sf-n4000-g2_2-kmin3-4,0.4169669677570572
p_01---sf-n4000-g2_2-kmin3-4,0.3585010797570525
rnd_n4000_p0_0015_07---sf-n4000-g2_2-kmin3-4,0.4135523112956126
rnd_n4000_p0_0015_13---sf-n4000-g2_2-kmin3-4,0.4112342708822504
geo1k_12k---sf-n4000-g2_2-kmin3-4,0.2805487134437233
sf-n4000-g2_2-kmin3-9---sf-n4000-g2_2-kmin3-4,0.0058908664472367
example_8000_0p01557_11---sf-n4000-g2_2-kmin3-4,0.4375431350962488
sf-n4000-g2_3-kmin4-1---sf-n4000-g2_2-kmin3-4,0.0235877986847831
sf-n4000-g2_2-kmin3-5---ba_1k_15k,0.1857980864631801
graph_1k_15k---ba_1k_15k,0.2492183028852434
geo1k_50k---ba_1k_15k,0.4533343549291028
twitch6---ba_1k_15k,0.4615408493785745
twitch4---ba_1k_15k,0.4549153519305131
sf-n4000-g2_2-kmin3-7---ba_1k_15k,0.1860029000921486
graph_1k_35k---ba_1k_15k,0.2069494574645685
graph_1k_4k---ba_1k_15k,0.3223194773346191
rnd_n4000_p0_0015_09---ba_1k_15k,0.36861665347262
rnd_n4000_p0_0015_08---ba_1k_15k,0.3660341889778601
rnd_n4000_p0_0015_20---ba_1k_15k,0.3661672566498183
sf-n4000-g2_2-kmin3-6---ba_1k_15k,0.1913451644743058
twitch5---ba_1k_15k,0.3031274901677998
twitch1---ba_1k_15k,0.5853001985915304
sf-n4000-g2_2-kmin3-2---ba_1k_15k,0.1807177787264628
rnd_n4000_p0_0015_18---ba_1k_15k,0.367284353051633
graph_1k_5k---ba_1k_15k,0.3087993679569906
rnd_n4000_p0_0015_19---ba_1k_15k,0.3632997065607521
sf-n4000-g2_2-kmin3-3---ba_1k_15k,0.1856766701469266
geo1k_30k---ba_1k_15k,0.4466973957617732
twitch2---ba_1k_15k,0.4491463555509477
example_8000_0p01557_19---ba_1k_15k,0.5742290071795839
sf-n4000-g2_3-kmin4-9---ba_1k_15k,0.1745753158058506
graph_1k_200k---ba_1k_15k,0.4537127711596873
graph_10k_200k---ba_1k_15k,0.3189283040961153
graph_1k_14k---ba_1k_15k,0.2527664320259861
sf-n4000-g2_2-kmin3-1---ba_1k_15k,0.1946864780638918
p_08---ba_1k_15k,0.2023253581983612
geo1k_10k---ba_1k_15k,0.4375099636989956
p_20---ba_1k_15k,0.2433709103177005
p_09---ba_1k_15k,0.1998047187573761
sf-n4000-g2_2-kmin3-0---ba_1k_15k,0.1852061484957761
graph_1k_80k---ba_1k_15k,0.2159657191323089
sf-n4000-g2_3-kmin4-8---ba_1k_15k,0.1777912188679782
example_8000_0p01557_18---ba_1k_15k,0.5687834959912794
twitch3---ba_1k_15k,0.3338124157358492
sf-n4000-g2_2-kmin2-7---ba_1k_15k,0.1632315711425022
ba_1k_8k---ba_1k_15k,0.073483269179295
graph_1k_25k---ba_1k_15k,0.2232518851938713
example_5000_0p01382_14---ba_1k_15k,0.6541147906390563
rnd_n8000_p0_00075_07---ba_1k_15k,0.372134408301052
rnd_n8000_p0_00075_13---ba_1k_15k,0.3720232347535485
example_8000_0p01557_8---ba_1k_15k,0.573710562757756
example_8000_0p01557_9---ba_1k_15k,0.5749212114068618
rnd_n8000_p0_00075_12---ba_1k_15k,0.3719937418573498
rnd_n8000_p0_00075_06---ba_1k_15k,0.3706331464357885
ba_1k_25k---ba_1k_15k,0.0696528936748841
example_5000_0p01382_15---ba_1k_15k,0.6461465419334901
sf-n4000-g2_2-kmin2-6---ba_1k_15k,0.1650217963558665
sf-n4000-g2_2-kmin2-4---ba_1k_15k,0.1711307530138279
example_5000_0p01382_17---ba_1k_15k,0.6568881011115228
rnd_n8000_p0_00075_10---ba_1k_15k,0.3715189851812205
rnd_n8000_p0_00075_04---ba_1k_15k,0.371284127270829
graph_10k_600k---ba_1k_15k,0.2898953136785958
geo1k_40k---ba_1k_15k,0.4534208032203358
graph_10k_80k---ba_1k_15k,0.3391824403420138
rnd_n8000_p0_00075_05---ba_1k_15k,0.3720012101245753
rnd_n8000_p0_00075_11---ba_1k_15k,0.3734454273163191
example_5000_0p01382_16---ba_1k_15k,0.6503309670783354
sf-n4000-g2_2-kmin2-5---ba_1k_15k,0.1831374812554842
sf-n4000-g2_2-kmin2-1---ba_1k_15k,0.1640953556944183
geo1k_8k---ba_1k_15k,0.442016635152912
example_5000_0p01382_12---ba_1k_15k,0.6538997759679593
rnd_n8000_p0_00075_15---ba_1k_15k,0.3749327578603805
rnd_n8000_p0_00075_01---ba_1k_15k,0.3711777439205865
graph_1k_12k---ba_1k_15k,0.2615243270204832
graph_10k_800k---ba_1k_15k,0.2799295727527111
rnd_n8000_p0_00075_14---ba_1k_15k,0.3711427889340371
graph_10k_400k---ba_1k_15k,0.3019543015735071
example_5000_0p01382_13---ba_1k_15k,0.6377722179703654
